980	720	740	161	561	261	442	682	122	962	142	42	303	343	203	523	423	863	884	484	244	64	824	284	4	925	805	465	226	908	387	509	606	787	647	547	627	328	768	188	948	588	369	29	669	89	849	409	709	109	
680	220	320	540	0	21	401	641	781	961	422	902	802	482	862	822	563	663	763	723	883	703	363	83	843	464	384	504	164	944	924	124	445	345	585	626	266	186	247	107	607	306	147	288	748	209	68	987	49	529	
640	400	260	840	181	761	501	381	741	601	581	342	542	302	282	722	362	702	462	903	943	324	444	864	85	225	966	486	106	986	46	926	527	667	168	8	427	807	788	249	688	28	208	828	69	129	629	148	569	889	
60	340	900	520	860	881	101	921	582	162	143	483	503	243	463	204	544	24	424	984	184	285	405	265	565	725	325	5	705	825	86	126	366	786	686	847	447	47	228	969	648	668	809	628	749	388	308	609	949	769	
480	960	360	80	701	421	301	201	541	141	562	382	522	41	922	683	183	123	23	443	783	664	624	104	604	764	845	646	906	245	945	506	6	406	66	466	227	827	747	808	327	289	347	868	728	988	269	589	888	169	
280	920	40	160	341	121	841	182	803	202	742	223	623	583	304	524	264	784	704	685	545	886	385	505	666	967	907	726	826	7	946	467	489	767	248	27	67	88	408	367	448	649	608	567	329	869	429	989	108	149	
20	800	460	300	760	420	660	440	940	380	281	62	262	242	842	602	103	982	622	323	823	744	724	43	403	205	224	885	84	905	645	145	365	866	526	566	166	968	346	488	508	927	127	187	587	789	689	548	708	9	
180	820	580	621	521	361	241	221	681	661	461	82	502	882	402	543	22	383	782	643	904	144	163	44	844	965	765	105	3	344	985	65	487	125	425	605	806	305	206	745	286	706	326	867	267	947	929	449	568	729	
620	500	780	140	81	721	1	321	941	481	861	102	222	642	804	63	603	564	283	983	743	963	923	684	525	25	665	185	45	846	766	246	887	546	446	167	586	407	909	468	128	207	428	707	307	368	268	829	389	349	
100	600	120	880	700	240	200	560	801	901	61	441	821	981	662	762	322	263	942	404	364	964	2	644	584	785	865	146	26	165	485	625	386	507	87	426	687	727	848	928	469	746	287	48	229	549	528	348	189	309	
493	971	730	911	292	271	131	30	73	815	874	611	671	931	531	772	152	92	173	414	433	713	334	315	255	796	596	196	857	456	237	217	578	998	398	559	638	658	58	958	519	119	759	479	699	379	19	839	359	899	
550	693	330	870	270	630	190	310	930	251	851	817	711	151	791	612	732	212	52	652	753	913	994	374	773	595	235	454	892	974	34	397	15	516	675	116	98	176	956	476	437	297	136	579	497	357	77	539	838	419	
491	691	750	390	231	831	814	431	294	371	873	91	74	133	333	972	475	532	712	673	213	556	934	654	154	54	914	995	795	275	856	175	736	577	617	258	16	517	417	778	318	117	895	599	198	639	38	459	358	959	
790	810	10	694	496	351	871	451	90	731	591	31	951	170	395	710	134	631	110	891	296	192	313	76	53	935	515	434	655	616	375	855	236	416	576	756	157	558	777	536	218	338	259	999	977	919	837	677	478	278	
492	230	910	530	72	471	832	990	293	11	394	273	372	816	353	411	932	555	572	193	614	793	594	33	878	735	215	755	635	455	893	656	775	316	257	96	158	57	858	518	339	118	978	957	137	178	698	439	719	679	
494	510	811	211	450	695	350	51	331	833	752	150	295	473	132	553	875	172	992	952	396	234	412	853	613	13	674	314	114	574	634	194	435	94	256	714	776	597	917	738	36	896	538	659	979	378	799	78	279	939	
250	511	290	71	391	813	552	912	472	670	171	570	191	312	432	153	592	632	373	734	452	854	754	415	774	55	335	835	997	535	35	115	975	797	657	955	715	356	276	697	618	18	937	498	898	239	139	219	879	99	
470	970	495	650	512	830	430	610	872	590	272	850	410	233	252	554	75	993	533	818	93	733	113	573	633	214	954	936	376	195	355	135	916	336	317	696	757	798	17	159	779	37	458	298	59	718	897	678	179	399	
690	210	812	70	551	50	130	651	232	370	393	834	890	274	474	771	672	354	571	111	933	413	792	514	953	877	973	254	174	14	996	156	436	737	636	337	97	457	598	537	918	859	758	319	717	199	619	39	299	499	
490	692	751	291	392	352	950	332	991	770	311	852	876	12	513	112	653	819	593	32	253	615	794	453	155	575	915	95	557	216	534	56	637	894	976	197	836	676	716	177	377	438	477	277	238	138	938	418	79	739	
0	193	226	520	802	806	1108	1156	1163	1330	1373	1732	1748	1813	1878	1927	2069	2206	2207	2224	2260	2353	2397	2460	3254	3359	3374	3412	3524	3637	3673	3786	3986	4001	4117	4257	4407	4564	4647	4825	4864	5055	5148	5211	5299	5315	5316	5513	5703	5810	
0	12	50	115	210	249	303	485	649	679	789	942	968	1035	1131	1279	1413	1528	1676	1734	1811	1988	2077	2117	2239	2334	2475	2665	2821	2935	3004	3178	3339	3353	3422	3619	3695	3751	3876	3881	4008	4204	4399	4462	4509	4689	4736	4737	4876	4945	
0	135	237	265	435	615	812	985	1082	1155	1173	1215	1252	1377	1540	1566	1636	1749	1875	2014	2076	2265	2341	2537	2693	2773	3013	3173	3227	3410	3529	3530	3709	3752	3763	3825	3997	4076	4205	4286	4455	4464	4542	4612	4737	4880	5063	5175	5335	5471	
0	52	143	249	447	646	712	723	1215	1311	1491	1613	1738	1899	2039	2069	2105	2314	2384	2562	2585	2778	2788	2875	2978	3055	3228	3359	3383	3555	3557	3640	3724	3736	3778	3818	3831	3993	4146	4184	4363	4402	4519	4569	4689	4731	4886	5001	5098	5295	
0	172	236	419	582	610	789	959	1057	1249	1280	1405	1430	1534	1732	1893	1990	2103	2161	2314	2341	2421	2614	2695	2715	2881	2982	2998	3166	3173	3189	3365	3498	3635	3712	3889	3970	4146	4342	4376	4519	4551	4751	4791	4836	4902	5014	5184	5348	5471	
0	44	155	329	520	579	680	688	1035	1186	1316	1515	1787	1943	2081	2226	2373	2421	2614	2801	2858	2986	3051	3149	3262	3267	3354	3487	3626	3635	3825	4011	4035	4161	4188	4257	4351	4466	4492	4496	4578	4596	4658	4778	4808	4929	4947	5054	5252	5368	
0	158	285	354	409	515	555	606	780	803	964	1091	1100	1203	1288	1302	1437	1579	1629	1787	1870	1954	1965	2068	2133	2212	2232	2399	2498	2537	2662	2723	2740	2868	2977	3073	3228	3401	3566	3582	3645	3786	3954	4095	4161	4335	4477	4539	4632	4687	
0	57	85	280	452	596	639	798	815	992	1191	1374	1541	1650	1790	1897	1961	2111	2153	2244	2387	2503	2543	2712	2850	2928	3013	3037	3131	3254	3320	3328	3391	3473	3640	3803	3986	3989	4149	4165	4231	4324	4418	4430	4624	4705	4794	4861	4934	4952	
0	4	101	144	582	596	600	715	803	951	988	1059	1206	1213	1357	1385	1534	1540	1661	1822	1927	1949	2112	2116	2373	2473	2638	2778	2901	3075	3154	3335	3493	3525	3573	3621	3686	3880	4030	4035	4172	4180	4226	4424	4429	4618	4744	4871	4922	4927	
0	74	168	263	402	408	595	690	802	863	942	952	1108	1279	1443	1507	1576	1609	1747	2212	2393	2415	2419	2489	2627	2653	2749	2854	2990	3079	3165	3173	3193	3498	3632	3804	3993	3997	4020	4150	4199	4236	4324	4462	4548	4637	4648	4791	4920	5001	
4444	4495	4989	5059	5177	5293	5465	5503	5562	5636	5755	5763	5852	5924	5992	6146	6220	6330	6463	6580	6720	6840	6997	7196	7382	7420	7490	7690	7763	7779	7927	7983	7985	8170	8319	8385	8475	8559	8742	8911	9106	9231	9275	9290	9413	9420	9425	9481	9530	9623	
4648	4845	4960	5064	5230	5240	5411	5592	5729	5849	5918	5919	6003	6065	6120	6258	6344	6373	6408	6549	6563	6707	6856	6970	7056	7200	7296	7329	7462	7522	7658	7751	7872	7967	7986	8161	8325	8430	8489	8549	8593	8613	8629	8730	8803	8937	9049	9189	9209	9732	
4238	4567	4731	4927	5023	5065	5210	5358	5465	5509	5570	5654	5696	5714	5752	5811	5991	6182	6244	6416	6554	6562	6650	6690	6875	7068	7096	7188	7220	7285	7456	7503	7591	7720	7825	8008	8172	8264	8270	8271	8290	8434	8443	8478	8675	8808	8970	8998	9087	9263	
4477	4664	4816	4960	5026	5194	5230	5296	5351	5542	5631	5675	5701	5748	5788	5879	5899	5964	6136	6161	6236	6384	6508	6586	6636	6764	6799	6868	6901	7075	7198	7305	7356	7396	7523	7613	7732	7802	7964	8010	8126	8244	8291	8331	8478	8541	8714	8885	9108	9201	
4333	4637	4749	5005	5101	5168	5275	5288	5353	5384	5548	5590	5687	5755	5809	5990	6142	6342	6443	6594	6723	6737	6861	6913	7032	7049	7243	7305	7459	7548	7563	7566	7576	7594	7761	7813	7989	8086	8269	8371	8449	8559	8689	8754	8801	9001	9010	9064	9188	9357	
4476	4495	4685	4810	5001	5037	5161	5194	5212	5388	5481	5612	5626	5671	5694	5697	5891	5968	6061	6075	6099	6100	6198	6274	6455	6569	6713	6878	6933	7090	7222	7392	7515	7585	7607	7613	7813	7901	8001	8173	8370	8538	8697	8852	9021	9066	9146	9342	9480	9604	
4455	4617	4814	4951	5037	5038	5127	5290	5476	5667	5838	5863	6063	6184	6245	6435	6573	6632	6742	6860	6966	6967	6998	7134	7309	7407	7415	7585	7734	7922	7927	8001	8109	8222	8241	8260	8420	8612	8789	8886	8905	9040	9197	9244	9304	9451	9625	9686	9852	9931	
4236	4363	4495	4664	4851	4943	5065	5230	5339	5399	5465	5590	5783	5856	6049	6187	6229	6239	6331	6348	6490	6639	6795	6817	6964	6986	7174	7363	7525	7579	7603	7657	7807	7889	7962	8085	8252	8407	8542	8573	8575	8712	8861	8902	8918	9105	9159	9256	9326	9463	
4539	4736	4810	4942	4944	4959	5102	5190	5235	5251	5417	5499	5664	5687	5863	5924	5982	6175	6249	6264	6443	6524	6528	6670	6773	6960	7018	7124	7318	7386	7475	7484	7633	7827	7985	8054	8190	8253	8388	8402	8509	8537	8676	8874	8920	9027	9165	9195	9309	9417	
4161	4692	4902	5093	5177	5280	5346	5505	5598	5788	5896	6051	6242	6338	6417	6472	6629	6649	6733	6735	6840	6927	7014	7126	7295	7352	7469	7616	7688	7752	7792	7893	8056	8214	8315	8424	8513	8685	8727	8751	8902	9019	9038	9108	9201	9288	9477	9534	9732	9887	
193	226	333	710	806	913	1156	1163	1330	1373	1482	1748	1813	1878	1927	2069	2206	2207	2224	2260	2353	2397	2460	2517	3359	3374	3412	3524	3637	3673	3716	3985	4001	4117	4257	4407	4564	4647	4825	4864	5055	5148	5211	5299	5315	5316	5513	5703	5810	5834	
12	50	115	210	249	303	485	649	679	789	909	968	1035	1131	1263	1413	1528	1676	1734	1811	1988	2077	2117	2239	2334	2475	2665	2821	2935	3004	3178	3339	3353	3422	3619	3695	3751	3876	3881	4008	4204	4399	4439	4509	4689	4736	4737	4876	4945	5005	
135	237	265	435	615	812	985	1082	1155	1173	1215	1252	1377	1540	1566	1636	1749	1875	2014	2076	2265	2284	2537	2693	2773	2872	3102	3227	3410	3529	3530	3709	3752	3763	3785	3997	4076	4205	4286	4455	4464	4542	4612	4698	4880	5063	5175	5335	5391	5650	
52	143	249	447	646	712	723	876	1311	1491	1613	1738	1899	2039	2069	2105	2249	2384	2562	2585	2778	2788	2875	2978	3055	3228	3246	3383	3555	3557	3620	3724	3736	3778	3818	3831	3993	4132	4184	4363	4402	4494	4569	4571	4731	4886	5001	5098	5295	5482	
172	236	419	582	610	789	959	1057	1249	1280	1405	1430	1534	1732	1893	1990	2103	2161	2314	2341	2421	2614	2695	2715	2881	2982	2998	3166	3173	3189	3365	3498	3635	3712	3889	3970	4146	4342	4376	4519	4551	4751	4791	4836	4902	5014	5184	5348	5471	5633	
44	155	329	520	579	680	688	829	1186	1316	1515	1668	1943	2081	2226	2373	2403	2614	2801	2858	2986	3051	3149	3262	3267	3354	3487	3626	3632	3825	4011	4035	4161	4188	4257	4351	4466	4492	4496	4578	4596	4658	4778	4808	4929	4947	5054	5252	5368	5543	
158	285	354	409	515	555	606	780	803	964	1091	1100	1203	1288	1302	1437	1579	1629	1787	1870	1954	1965	2068	2133	2212	2232	2399	2498	2537	2662	2723	2740	2868	2977	3073	3228	3401	3566	3582	3645	3786	3954	4095	4161	4335	4477	4539	4632	4687	4816	
57	85	280	452	596	639	798	815	992	1191	1374	1541	1650	1790	1897	1961	2111	2153	2244	2387	2503	2543	2712	2850	2928	3013	3037	3131	3254	3320	3328	3391	3473	3640	3803	3986	3989	4149	4165	4231	4324	4418	4430	4624	4705	4794	4861	4934	4952	4989	
4	101	144	186	596	600	715	716	951	988	1059	1206	1213	1357	1385	1534	1540	1661	1822	1927	1949	2112	2116	2316	2473	2638	2766	2901	3075	3154	3335	3493	3525	3573	3621	3686	3880	4030	4032	4172	4180	4226	4424	4429	4618	4744	4871	4922	4927	5063	
74	168	263	402	408	595	690	802	863	942	952	1108	1279	1443	1507	1576	1609	1747	1909	2393	2415	2419	2489	2627	2653	2749	2854	2990	3079	3165	3173	3193	3362	3632	3804	3993	3997	4020	4150	4199	4236	4323	4462	4548	4637	4648	4738	4920	4972	5032	
